43768,6.3787,2939.3209,-0.8682,2954.176,0,1,2949.46,1.8153E+11
43767,8.8855,2954.176,0.85,2980.0498,0,1,2979.04,1.95288E+11
43766,15.7954,2980.0498,0.4764,2954.9327,1,0,2958.69,1.98817E+11
43763,0.0628,2954.9327,-0.0237,2940.9215,1,0,2940.47,1.60224E+11
43762,-5.3532,2940.9215,-0.4319,2941.6188,0,1,2944.01,1.41667E+11
43761,-12.6854,2941.6188,0.5022,2954.3799,0,1,2952.97,1.39654E+11
43760,3.6621,2954.3799,0.0503,2939.6179,1,0,2945.6,1.30382E+11
43759,21.2752,2939.6179,-1.3164,2938.1413,1,0,2933.9,1.45686E+11
43756,-14.9021,2938.1413,-0.0463,2977.3342,0,1,2982.34,1.62018E+11
43755,2.0139,2977.3342,-0.4123,2978.7124,0,1,2979.99,1.36051E+11
43754,7.0277,2978.7124,-0.5598,2991.0459,0,1,2992.61,1.66792E+11
43753,26.9693,2991.0459,1.151,3007.8834,0,1,3005.66,1.69532E+11
43752,5.1971,3007.8834,0.8802,2973.6558,1,0,2993.96,2.21202E+11
43749,27.3135,2973.6558,0.7814,2947.7106,1,0,2954.82,1.82747E+11
43748,1.5668,2947.7106,0.3874,2924.8566,1,0,2923.71,1.5716E+11
43747,-19.8348,2924.8566,0.2885,2913.5704,1,0,2902.08,1.5094E+11
43746,3.5296,2913.5704,-0.9201,2905.1892,1,0,2905.76,1.51981E+11
43738,-2.3056,2905.1892,0.1051,2932.167,0,1,2927.92,1.42592E+11
43735,-3.6114,2932.167,-0.8914,2929.0875,1,0,2929.49,1.53311E+11
43734,14.1673,2929.0875,-1.0018,2955.4325,0,1,2964.48,2.16278E+11
43733,-4.7616,2955.4325,0.2776,2985.3406,0,1,2977.67,2.03783E+11
43732,8.073,2985.3406,-0.9769,2977.0767,1,0,2979.48,2.06246E+11
43731,-22.1099,2977.0767,0.239,3006.4467,0,1,2998.4,1.99131E+11
43728,71.3707,3006.4467,0.4562,2999.2789,1,0,3004.81,2.18391E+11
43727,3.7733,2999.2789,0.2532,2985.6586,1,0,2992.92,1.93207E+11
43726,24.5206,2985.6586,-1.7367,2978.1178,1,0,2984.08,1.99954E+11
43725,-7.0489,2978.1178,-0.0159,3030.7544,0,1,3023.71,2.37739E+11
43724,4.1871,3030.7544,0.7453,3031.2351,0,1,3041.92,2.37442E+11
43720,24.8884,3031.2351,-0.4101,3008.8118,1,0,3016.63,2.24576E+11
43719,18.0494,3008.8118,-0.1169,3021.2024,0,1,3029.93,2.6339E+11
43718,20.4114,3021.2024,0.838,3024.7388,0,1,3027.41,2.75322E+11
43717,12.3763,3024.7388,0.4601,2999.6013,1,0,3023.78,2.86237E+11
43714,54.9605,2999.6013,0.9621,2985.8648,1,0,2996.62,2.58319E+11
43713,54.1129,2985.8648,0.9303,2957.4116,1,0,2972.66,3.40201E+11
43712,46.3951,2957.4116,0.2068,2930.1538,1,0,2927.75,2.51213E+11
43711,10.0593,2930.1538,1.3121,2924.1063,1,0,2925.94,2.2507E+11
43710,28.7352,2924.1063,-0.162,2886.2365,1,0,2886.94,2.26044E+11
43707,40.4085,2886.2365,-0.098,2890.9192,0,1,2907.38,2.24751E+11
43706,3.2144,2890.9192,-0.2907,2893.7564,0,1,2896,1.96333E+11
43705,-3.6288,2893.7564,1.3489,2902.1932,0,1,2901.63,2.01805E+11
43704,71.0002,2902.1932,-1.1686,2863.5673,1,0,2879.52,2.31E+11
43703,-23.472,2863.5673,0.4852,2897.4253,0,1,2851.02,1.91037E+11
43700,-1.5654,2897.4253,0.1078,2883.4358,1,0,2885.15,1.92567E+11
43699,4.1633,2883.4358,0.0114,2880.3307,1,0,2887.66,1.69662E+11
43698,12.5101,2880.3307,-0.1073,2880.0012,1,0,2875.47,1.83187E+11
43697,-6.1835,2880.0012,2.099,2883.096,0,1,2879.08,2.09774E+11
43696,34.9113,2883.096,0.285,2823.8238,1,0,2835.52,2.47092E+11
43693,-2.9767,2823.8238,0.245,2815.7976,1,0,2817.57,1.86139E+11
43692,-6.9858,2815.7976,0.4167,2808.9146,1,0,2762.34,1.73671E+11
43691,-5.7192,2808.9146,-0.63,2797.2596,1,0,2824.49,1.73945E+11
43690,-17.822,2797.2596,1.4503,2814.9944,0,1,2798.05,1.53958E+11
43689,3.0151,2814.9944,-0.7085,2774.7532,1,0,2781.98,1.62523E+11
43686,-0.4678,2774.7532,0.9345,2794.5523,0,1,2805.59,1.7114E+11
43685,9.362,2794.5523,-0.3196,2768.6795,1,0,2784.18,1.78156E+11
43684,-24.5652,2768.6795,-1.5573,2777.5559,0,1,2789.02,1.76476E+11
43683,-32.4501,2777.5559,-1.6159,2821.4957,0,1,2776.99,2.55209E+11
43682,-24.2959,2821.4957,-1.4071,2867.8376,0,1,2854.58,1.96891E+11
43679,-46.5566,2867.8376,-0.8095,2908.766,0,1,2861.33,2.16327E+11
43678,-12.8255,2908.766,-0.6718,2932.5058,0,1,2920.85,1.71116E+11
43677,-6.213,2932.5058,0.3853,2952.3383,0,1,2944.4,1.64608E+11
43676,-4.0876,2952.3383,-0.12,2941.007,1,0,2946.26,1.70866E+11
43675,-15.1053,2941.007,0.2445,2944.541,0,1,2943.92,1.47439E+11
43672,-8.7842,2944.541,0.4817,2937.3601,1,0,2928.06,1.58775E+11
43671,17.1441,2937.3601,0.8046,2923.2775,1,0,2923.19,1.75356E+11
43670,11.8713,2923.2775,0.4493,2899.9446,1,0,2907.93,1.78858E+11
43669,3.3441,2899.9446,-1.2731,2886.974,1,0,2886.9,1.48077E+11
43668,-5.787,2886.974,0.7936,2924.2006,0,1,2925.79,2.04289E+11
43665,42.8745,2924.2006,-1.0409,2901.1766,1,0,2909.68,1.49071E+11
43664,16.6839,2901.1766,-0.2017,2931.6926,0,1,2921.74,1.49089E+11
43663,9.273,2931.6926,-0.1553,2937.6168,0,1,2933.02,1.52163E+11
43662,7.0834,2937.6168,0.3972,2942.1853,0,1,2938.64,1.40766E+11
43661,-21.2942,2942.1853,0.4382,2930.5462,1,0,2921.55,1.76533E+11
43658,7.7521,2930.5462,0.0843,2917.7609,1,0,2915.34,1.42919E+11
43657,18.2362,2917.7609,-0.4415,2915.3022,1,0,2928.06,1.52181E+11
43656,-16.3645,2915.3022,-0.175,2928.2295,0,1,2935.19,1.41236E+11
43655,-19.4464,2928.2295,-2.5803,2933.3634,0,1,2928.82,1.54251E+11
43654,-26.1495,2933.3634,0.1933,3011.0588,0,1,2997.81,2.05569E+11
43651,-1.2408,3011.0588,-0.3321,3005.2488,1,0,3004.74,1.63181E+11
43650,9.4133,3005.2488,-0.9422,3015.2633,0,1,3015.68,2.02266E+11
43649,0.149,3015.2633,-0.0315,3043.9428,0,1,3031.83,2.18658E+11
43648,-5.0637,3043.9428,0.6891,2996.7926,0,1,3042.58,2.29567E+11
43643,9.3381,2996.7926,-0.1942,2976.2837,1,0,2982.61,2.08619E+11
43642,-9.6052,2976.2837,-0.8668,2982.0738,0,1,2964.62,1.72516E+11
43641,-23.9342,2982.0738,0.2055,3008.1479,0,1,3004.91,2.44315E+11
43640,-7.5796,3008.1479,0.4975,3001.9802,1,0,3004.29,2.11237E+11
43637,37.2236,3001.9802,2.3756,2987.1186,1,0,2990.37,2.76662E+11
43636,19.1444,2987.1186,0.9565,2917.8029,1,0,2917.33,2.88297E+11
43635,20.9251,2917.8029,0.0878,2890.158,1,0,2944.12,2.25567E+11
43634,9.7492,2890.158,0.196,2887.6221,1,0,2891.09,1.36935E+11
43633,5.411,2887.6221,-0.9883,2881.9743,1,0,2880.42,1.43142E+11
43630,-0.3017,2881.9743,0.0468,2910.7406,0,1,2913,1.94303E+11
43629,12.2634,2910.7406,-0.5584,2909.3796,1,0,2905.29,1.91748E+11
43628,14.6734,2909.3796,2.58,2925.7162,0,1,2917.22,2.23064E+11
43627,37.7459,2925.7162,0.8605,2852.1302,1,0,2854.07,2.5448E+11
43626,49.5798,2852.1302,-1.175,2827.7978,1,0,2833.01,1.6249E+11
43622,15.0024,2827.7978,-0.0301,2861.4181,0,1,2862.33,1.64851E+11
43621,22.7622,2861.4181,-0.9619,2862.2803,0,1,2882.94,1.75201E+11
43620,11.3866,2862.2803,-0.2972,2890.0809,0,1,2887.64,1.81119E+11
43619,39.0342,2890.0809,-0.2447,2898.6961,0,1,2901.74,2.08073E+11
43616,-5.0828,2898.6961,-0.305,2905.8054,0,1,2904.5,1.9128E+11
43615,0.5946,2905.8054,0.1645,2914.6964,0,1,2903.42,1.97106E+11
43614,-27.7887,2914.6964,0.6062,2909.9106,1,0,2894.83,2.02855E+11
43613,46.7724,2909.9106,1.3804,2892.3782,1,0,2890.27,2.27254E+11
43612,-11.1438,2892.3782,0.0168,2852.9948,1,0,2851.28,1.93769E+11
43609,1.2501,2852.9948,-1.3552,2852.5153,1,0,2847.84,1.62689E+11
43608,-14.8226,2852.5153,-0.4909,2891.7046,0,1,2880.84,1.92869E+11
43607,-12.2381,2891.7046,1.2319,2905.9688,0,1,2905.52,1.93629E+11
43606,-20.2985,2905.9688,-0.4056,2870.6046,1,0,2867.71,2.02778E+11
43605,-14.7764,2870.6046,-2.4838,2882.2962,0,1,2874.8,1.99211E+11
43602,-35.0986,2882.2962,0.5796,2955.711,0,1,2955.77,2.47875E+11
43601,-25.9571,2955.711,1.9097,2938.6781,1,0,2933.5,2.26203E+11
43600,3.402,2938.6781,-0.6923,2883.6107,1,0,2902.64,2.26263E+11
43599,-71.6221,2883.6107,-1.4791,2850.9537,0,1,2872.83,2.01223E+11
43594,-43.5387,2850.9537,-1.1152,2893.7567,0,1,2871.2,1.97447E+11
43593,-52.5248,2893.7567,0.6856,2926.3908,0,1,2873.14,2.18893E+11
43592,-22.1199,2926.3908,-5.5833,2906.464,1,0,2914.29,2.45444E+11
43591,-34.2441,2906.464,0.5172,3078.338,0,1,2984.73,3.14337E+11
43585,-4.6388,3078.338,-0.7744,3062.4985,1,0,3052.62,2.25498E+11
43584,38.1912,3062.4985,-1.1981,3086.3989,0,1,3090.63,2.89063E+11
43581,-18.4731,3086.3989,-2.4296,3123.8261,0,1,3108.16,2.74776E+11
43580,-6.1814,3123.8261,0.0944,3201.6137,0,1,3190.59,3.09076E+11
43579,-22.8744,3201.6137,-0.5116,3198.5938,1,0,3203.56,2.78411E+11
43578,-35.884,3198.5938,0.2926,3263.1179,0,1,3211.87,3.2487E+11
43572,-2.7708,3263.1179,2.3857,3253.5978,1,0,3250.15,3.5451E+11
43571,18.1861,3253.5978,-0.3399,3177.7866,1,0,3164.4,3.60167E+11
43570,-9.562,3177.7866,-0.0419,3188.6256,0,1,3233.46,3.55666E+11
43567,-0.5827,3188.6256,-1.603,3189.9619,0,1,3184.86,2.88909E+11
43566,-17.8208,3189.9619,0.0699,3241.9299,0,1,3241.55,3.60685E+11
43565,-3.4603,3241.9299,-0.1586,3239.6639,1,0,3224.65,3.9567E+11
43564,4.2773,3239.6639,-0.0542,3244.8103,0,1,3240.39,3.80273E+11
43563,-20.5675,3244.8103,0.9413,3246.5714,0,1,3271.27,5.06431E+11
43559,-0.8765,3246.5714,1.2425,3216.2952,1,0,3233.69,4.75156E+11
43558,17.3088,3216.2952,0.2038,3176.8227,1,0,3159.15,4.42622E+11
43557,2.5801,3176.8227,2.5755,3170.361,1,0,3183.27,4.62662E+11
43556,2.6224,3170.361,3.1992,3090.758,1,0,3111.66,4.80086E+11
43553,66.8938,3090.758,-0.9189,2994.9434,1,0,3000.68,3.867E+11
43552,-11.6092,2994.9434,0.855,3022.7196,0,1,3009.8,2.89555E+11
43551,1.7895,3022.7196,-1.5095,2997.0954,1,0,3012.26,2.95076E+11
43550,9.9615,2997.0954,-1.9689,3043.0313,0,1,3057.56,3.41445E+11
43549,-75.164,3043.0313,0.0869,3104.1487,0,1,3058.8,3.75376E+11
43546,-1.0946,3104.1487,0.3499,3101.455,1,0,3100.73,3.56678E+11
43545,-12.0167,3101.455,-0.0108,3090.6403,1,0,3094.12,4.0394E+11
43544,8.9381,3090.6403,-0.1758,3090.975,0,1,3084.17,3.49295E+11
43543,-0.2234,3090.975,2.471,3096.4176,0,1,3099.9,3.53217E+11
43542,32.6596,3096.4176,1.0388,3021.7512,1,0,3027.8,3.9847E+11
43539,20.0907,3021.7512,-1.1981,2990.685,1,0,3000.88,3.44722E+11
43538,10.9712,2990.685,-1.09,3026.9513,0,1,3013.6,3.5624E+11
43537,-5.0469,3026.9513,1.1006,3060.3073,0,1,3062.33,4.51247E+11
43536,7.3561,3060.3073,1.9237,3026.9925,1,0,3049.08,4.87067E+11
43535,-8.069,3026.9925,-4.3959,2969.8614,1,0,2969.08,4.04368E+11
43532,-22.7777,2969.8614,0.1392,3106.4179,0,1,3038.34,5.25598E+11
43531,-25.5021,3106.4179,1.5668,3102.0991,1,0,3103.67,5.25725E+11
43530,-8.9538,3102.0991,0.8809,3054.2466,1,0,3060.43,4.85478E+11
43529,19.1231,3054.2466,1.1213,3027.5755,1,0,3019.88,3.82769E+11
43528,-8.1619,3027.5755,1.8039,2994.005,1,0,3015.94,4.80604E+11
43525,10.2693,2994.005,-0.4357,2940.9538,1,0,2954.4,3.07338E+11
43524,13.266,2940.9538,0.4184,2953.8242,0,1,2950.05,2.98764E+11
43523,29.0101,2953.8242,-0.6675,2941.5163,1,0,2939.93,4.11838E+11
43522,7.8471,2941.5163,5.6007,2961.2834,0,1,2969.1,4.92397E+11
43521,-25.3146,2961.2834,1.9051,2804.2262,1,0,2838.39,4.65991E+11
43518,35.8982,2804.2262,-0.3411,2751.8012,1,0,2749.46,2.64519E+11
43517,14.7351,2751.8012,0.2022,2761.2189,0,1,2759.94,2.53033E+11
43516,29.3349,2761.2189,0.0468,2755.6459,1,0,2761.06,2.05447E+11
43515,12.594,2755.6459,2.6831,2754.3566,1,0,2759.5,2.47121E+11
43514,21.4867,2754.3566,-1.372,2682.385,1,0,2699.82,2.24184E+11
43511,6.6756,2682.385,-0.0503,2719.6999,0,1,2712.79,1.69823E+11
43510,30.8022,2719.6999,1.8404,2721.0683,0,1,2715.54,1.70331E+11
43509,51.61,2721.0683,0.6782,2671.8937,1,0,2674.52,2.07125E+11
43508,25.142,2671.8937,1.3621,2653.896,1,0,2654.03,1.56742E+11
43507,14.0467,2653.896,1.3023,2618.2323,1,0,2613.17,1.37307E+11
43497,27.5228,2618.2323,0.3493,2584.5724,1,0,2597.78,1.11523E+11
43496,52.8963,2584.5724,-0.72,2575.5756,1,0,2581.33,1.26013E+11
43495,0.0256,2575.5756,-0.1049,2594.2536,0,1,2584.75,1.01104E+11
43494,13.0564,2594.2536,-0.1824,2596.9767,0,1,2592.35,1.26749E+11
43493,21.7594,2596.9767,0.387,2601.7234,0,1,2615.71,1.27466E+11
43490,20.5333,2601.7234,0.4142,2591.6935,1,0,2596.26,1.35415E+11
43489,14.0113,2591.6935,0.0504,2581.0041,1,0,2584.65,1.31575E+11
43488,12.062,2581.0041,-1.18,2579.7041,1,0,2575.26,1.05101E+11
43487,-8.3174,2579.7041,0.5587,2610.5094,0,1,2609.64,1.22995E+11
43486,9.2747,2610.5094,1.4208,2596.0056,1,0,2599.06,1.39915E+11
43483,51.3613,2596.0056,-0.4196,2559.637,1,0,2567.74,1.5127E+11
43482,15.2703,2559.637,0.003,2570.4221,0,1,2573.58,1.27546E+11
43481,20.3573,2570.4221,1.3637,2570.3449,1,0,2569.07,1.26876E+11
43480,29.0787,2570.3449,-0.7074,2535.7653,1,0,2537.37,1.37375E+11
43479,-12.4516,2535.7653,0.7389,2553.8313,0,1,2553.33,1.16243E+11
43476,27.9119,2553.8313,-0.3634,2535.0985,1,0,2539.55,1.22376E+11
43475,8.0308,2535.0985,0.7078,2544.3449,0,1,2543.85,1.32692E+11
43474,38.6885,2544.3449,-0.2616,2526.4622,1,0,2536.42,1.60813E+11
43473,10.2061,2526.4622,0.7245,2533.0887,0,1,2530.3,1.23379E+11
43472,9.4706,2533.0887,2.0494,2514.8682,1,0,2528.7,1.45513E+11
43469,-4.9984,2514.8682,-0.0377,2464.3628,1,0,2446.02,1.39299E+11
43468,6.0612,2464.3628,-1.147,2465.291,0,1,2461.78,1.06923E+11
43467,5.9221,2465.291,0.4353,2493.8962,0,1,2497.88,97592571964
43462,21.0383,2493.8962,-0.6087,2483.0864,1,0,2483.62,1.05981E+11
43461,10.3102,2483.0864,-0.7892,2516.2506,0,1,2527.72,1.1248E+11
43455,5.7153,2516.2506,-0.5215,2536.2675,0,1,2526.55,1.01361E+11
43454,-9.6673,2536.2675,-1.0512,2549.5634,0,1,2544.51,1.03505E+11
43453,-2.9273,2549.5634,-0.8208,2576.6495,0,1,2578.68,93713175030
43452,-16.8839,2576.6495,0.1632,2597.9737,0,1,2583.63,99306536449
43451,9.9133,2597.9737,-1.5303,2593.7407,1,0,2587.26,1.02961E+11
43448,-8.6397,2593.7407,1.2258,2634.0491,0,1,2627.28,1.23725E+11
43447,34.5643,2634.0491,0.3109,2602.1526,1,0,2607.14,1.32396E+11
43446,11.7413,2602.1526,0.3678,2594.0881,1,0,2608.11,88998195762
43445,0.0247,2594.0881,-0.8176,2584.5822,1,0,2587.01,85404123352
43444,-17.4622,2584.5822,0.0271,2605.8876,0,1,2589.19,99148142973
43441,-5.462,2605.8876,-1.684,2605.1813,1,0,2609.34,97727662644
43440,-26.3842,2605.1813,-0.6059,2649.8051,0,1,2629.82,1.29093E+11
43439,10.2586,2649.8051,0.4204,2665.9577,0,1,2629.83,1.3373E+11
43438,32.6634,2665.9577,2.5736,2654.798,1,0,2651.56,1.44143E+11
43437,86.3427,2654.798,0.808,2588.1875,1,0,2647.13,1.87832E+11
43434,36.0234,2588.1875,-1.3181,2567.4434,1,0,2564.56,1.1222E+11
43433,13.195,2567.4434,1.0509,2601.7365,0,1,2613.78,1.29472E+11
43432,18.3484,2601.7365,-0.0439,2574.6792,1,0,2575.45,1.19578E+11
43431,1.9116,2574.6792,-0.1424,2575.8101,0,1,2585.83,1.02227E+11
43430,16.2619,2575.8101,-2.493,2579.4831,0,1,2580.84,1.08158E+11
43427,-2.9973,2579.4831,-0.229,2645.4339,0,1,2640.67,1.49976E+11
43426,-5.7699,2645.4339,0.2136,2651.5053,0,1,2655.9,1.2557E+11
43425,3.4896,2651.5053,-2.1327,2645.8545,1,0,2619.82,1.49376E+11
43424,-20.9272,2645.8545,0.9108,2703.5116,0,1,2684.29,1.8087E+11
43423,11.4241,2703.5116,0.41,2679.1097,1,0,2681.9,1.96563E+11
43420,8.7024,2679.1097,1.3649,2668.1704,1,0,2669.78,2.04984E+11
43419,22.648,2668.1704,-0.8527,2632.2425,1,0,2632.14,1.71882E+11
43418,-6.374,2632.2425,0.9261,2654.8795,0,1,2648.31,1.7697E+11
43417,11.8241,2654.8795,1.2178,2630.5195,1,0,2600.5,1.89607E+11
43416,6.8266,2630.5195,-1.3948,2598.8715,1,0,2593.2,1.42351E+11
43413,-1.2659,2598.8715,-0.2162,2635.6322,0,1,2621.24,1.2126E+11
43412,32.6473,2635.6322,-0.6774,2641.342,0,1,2660.09,1.28669E+11
43411,16.1702,2641.342,-0.2279,2659.3564,0,1,2659.84,1.47262E+11
43410,-7.6498,2659.3564,-0.4127,2665.4306,0,1,2660.72,1.38801E+11
43409,4.7848,2665.4306,2.695,2676.4762,0,1,2665.43,1.68589E+11
43406,110.1275,2676.4762,0.1327,2606.2372,1,0,2649.25,2.07862E+11
43405,55.964,2606.2372,1.3526,2602.7832,1,0,2617.03,1.80254E+11
43404,43.8689,2602.7832,1.0206,2568.0481,1,0,2573.01,1.54895E+11
43403,9.3844,2568.0481,-2.1834,2542.1033,1,0,2538.57,1.52386E+11
43402,26.4084,2542.1033,-0.1902,2598.8468,0,1,2593.59,1.225E+11
43399,-8.8187,2598.8468,0.0194,2603.7995,0,1,2610.9,1.33415E+11
43398,-27.4276,2603.7995,0.3264,2603.2951,1,0,2540.93,1.3763E+11
43397,21.1431,2603.2951,-2.2619,2594.8255,1,0,2579.97,1.42082E+11
43396,1.9949,2594.8255,4.0938,2654.8762,0,1,2652.65,1.66919E+11
43395,-9.684,2654.8762,2.5759,2550.4652,1,0,2565.64,1.9731E+11
43392,34.4939,2550.4652,-2.9355,2486.4186,1,0,2460.08,1.30096E+11
43391,-8.5845,2486.4186,-1.4889,2568.0984,0,1,2544.91,1.06577E+11
43388,-14.0331,2568.0984,0.9079,2606.9125,0,1,2605.91,1.05215E+11
43385,5.3849,2606.9125,-5.2233,2583.4575,1,0,2574.04,1.42803E+11
43384,-22.4894,2583.4575,0.1773,2725.8367,0,1,2643.07,1.70058E+11
43383,-12.2063,2725.8367,0.1657,2721.013,1,0,2723.72,1.11312E+11
43382,-23.3737,2721.013,-3.7159,2716.5104,1,0,2713.73,1.10292E+11
43381,-73.9117,2716.5104,1.0594,2821.3501,0,1,2768.21,1.41532E+11
43371,6.1374,2821.3501,-0.5358,2791.7748,1,0,2794.26,1.2537E+11
43370,25.5918,2791.7748,0.9232,2806.8133,0,1,2805.79,1.23448E+11
43369,13.3685,2806.8133,-0.0588,2729.2438,1,0,2785.32,1.45059E+11
43363,35.1577,2729.2438,1.1445,2730.8503,0,1,2732.17,1.04876E+11
43362,6.7151,2730.8503,1.8162,2699.9501,1,0,2694.8,1.40107E+11
43361,15.7211,2699.9501,-1.1133,2651.7886,1,0,2644.3,1.13032E+11
43360,-1.2913,2651.7886,-0.1837,2681.6431,0,1,2671.29,86962599230
43357,15.4567,2681.6431,1.1471,2686.5784,0,1,2688.78,1.04992E+11
43356,21.11,2686.5784,-0.3261,2656.1101,1,0,2679.21,1.12464E+11
43355,-8.2652,2656.1101,-0.1755,2664.7997,0,1,2659.74,93448206178
43354,-4.6291,2664.7997,-1.2144,2669.4845,0,1,2668.49,96884582206
43353,-3.4144,2669.4845,0.3978,2702.3007,0,1,2698.01,1.02861E+11
